company_id,name,incorporation_date
COMP_0249,Shell Co 0249 Ltd,2023-11-15
COMP_0250,Shell Co 0250 Ltd,2023-01-29
COMP_0251,Shell Co 0251 Ltd,2023-05-14
COMP_0252,Shell Co 0252 Ltd,2023-02-18
COMP_0253,Shell Co 0253 Ltd,2023-05-09
COMP_0254,Shell Co 0254 Ltd,2023-08-22
COMP_0255,Shell Co 0255 Ltd,2023-10-21
COMP_0256,Shell Co 0256 Ltd,2023-10-07
COMP_0257,Shell Co 0257 Ltd,2023-07-06
COMP_0258,Shell Co 0258 Ltd,2023-10-29
COMP_0259,Shell Co 0259 Ltd,2023-01-30
COMP_0260,Shell Co 0260 Ltd,2023-08-10
COMP_0261,Shell Co 0261 Ltd,2023-10-29
COMP_0262,Shell Co 0262 Ltd,2023-12-18
COMP_0263,Shell Co 0263 Ltd,2023-03-04
COMP_0264,Shell Co 0264 Ltd,2023-09-06
COMP_0265,Shell Co 0265 Ltd,2023-10-22
COMP_0266,Shell Co 0266 Ltd,2023-09-12
COMP_0267,Shell Co 0267 Ltd,2023-08-10
COMP_0268,Shell Co 0268 Ltd,2023-06-07
COMP_0269,Shell Co 0269 Ltd,2023-09-29
COMP_0270,Shell Co 0270 Ltd,2023-02-18
COMP_0271,Shell Co 0271 Ltd,2023-11-19
COMP_0272,Shell Co 0272 Ltd,2023-07-11
COMP_0273,Shell Co 0273 Ltd,2023-06-14
COMP_0274,Shell Co 0274 Ltd,2023-05-08
COMP_0275,Shell Co 0275 Ltd,2023-05-30
COMP_0276,Shell Co 0276 Ltd,2023-05-11
COMP_0277,Shell Co 0277 Ltd,2023-02-03
COMP_0278,Shell Co 0278 Ltd,2023-01-05
COMP_0279,Shell Co 0279 Ltd,2023-01-08
COMP_0280,Shell Co 0280 Ltd,2023-05-24
COMP_0281,Shell Co 0281 Ltd,2023-02-04
COMP_0282,Shell Co 0282 Ltd,2023-09-08
COMP_0283,Shell Co 0283 Ltd,2023-06-18
COMP_0284,Shell Co 0284 Ltd,2023-05-28
COMP_0285,Shell Co 0285 Ltd,2023-04-15
COMP_0286,Shell Co 0286 Ltd,2023-11-01
COMP_0287,Shell Co 0287 Ltd,2023-08-29
COMP_0288,Shell Co 0288 Ltd,2023-10-25
COMP_0289,Shell Co 0289 Ltd,2023-10-09
COMP_0290,Shell Co 0290 Ltd,2023-08-08
COMP_0291,Shell Co 0291 Ltd,2023-06-04
COMP_0292,Shell Co 0292 Ltd,2023-01-13
COMP_0293,Shell Co 0293 Ltd,2023-10-15
COMP_0294,Shell Co 0294 Ltd,2023-09-20
COMP_0295,Shell Co 0295 Ltd,2023-02-08
COMP_0296,Shell Co 0296 Ltd,2023-03-23
COMP_0297,Shell Co 0297 Ltd,2023-12-13
COMP_0298,Shell Co 0298 Ltd,2023-08-18
COMP_0299,Shell Co 0299 Ltd,2023-10-08
COMP_0300,Shell Co 0300 Ltd,2023-04-22
COMP_0301,Shell Co 0301 Ltd,2023-10-11
COMP_0302,Shell Co 0302 Ltd,2023-12-14
COMP_0303,Shell Co 0303 Ltd,2023-09-25
COMP_0304,Shell Co 0304 Ltd,2023-06-03
COMP_0305,Shell Co 0305 Ltd,2023-09-08
COMP_0306,Shell Co 0306 Ltd,2023-11-02
COMP_0307,Shell Co 0307 Ltd,2023-02-14
COMP_0308,Shell Co 0308 Ltd,2023-07-07
COMP_0309,Shell Co 0309 Ltd,2023-04-21
COMP_0310,Shell Co 0310 Ltd,2023-04-04
COMP_0311,Shell Co 0311 Ltd,2023-09-09
COMP_0312,Shell Co 0312 Ltd,2023-05-13
COMP_0313,Shell Co 0313 Ltd,2023-06-22
COMP_0314,Shell Co 0314 Ltd,2023-02-09
COMP_0315,Shell Co 0315 Ltd,2023-01-18
COMP_0316,Shell Co 0316 Ltd,2023-03-28
COMP_0317,Shell Co 0317 Ltd,2023-11-18
COMP_0318,Shell Co 0318 Ltd,2023-07-07
COMP_0319,Shell Co 0319 Ltd,2023-05-12
COMP_0320,Shell Co 0320 Ltd,2023-12-23
COMP_0321,Shell Co 0321 Ltd,2023-06-17
COMP_0322,Shell Co 0322 Ltd,2023-04-15
COMP_0323,Shell Co 0323 Ltd,2023-02-21
COMP_0324,Shell Co 0324 Ltd,2023-06-03
COMP_0325,Shell Co 0325 Ltd,2023-11-10
COMP_0326,Shell Co 0326 Ltd,2023-04-05
COMP_0327,Shell Co 0327 Ltd,2023-05-18
COMP_0328,Shell Co 0328 Ltd,2023-12-21
COMP_0329,Shell Co 0329 Ltd,2023-04-08
COMP_0330,Shell Co 0330 Ltd,2023-04-15
COMP_0331,Shell Co 0331 Ltd,2023-09-12
COMP_0332,Shell Co 0332 Ltd,2023-11-24
COMP_0333,Shell Co 0333 Ltd,2023-05-06
COMP_0334,Shell Co 0334 Ltd,2023-09-26
COMP_0335,Shell Co 0335 Ltd,2023-09-25
COMP_0336,Shell Co 0336 Ltd,2023-09-24
COMP_0337,Shell Co 0337 Ltd,2023-10-03
COMP_0338,Shell Co 0338 Ltd,2023-06-22
COMP_0339,Shell Co 0339 Ltd,2023-06-29
COMP_0340,Shell Co 0340 Ltd,2023-03-20
COMP_0341,Shell Co 0341 Ltd,2023-06-16
COMP_0342,Shell Co 0342 Ltd,2023-09-25
COMP_0343,Shell Co 0343 Ltd,2023-02-06
COMP_0344,Shell Co 0344 Ltd,2023-12-10
COMP_0345,Shell Co 0345 Ltd,2023-01-06
COMP_0346,Shell Co 0346 Ltd,2023-07-26
COMP_0347,Shell Co 0347 Ltd,2023-06-02
COMP_0348,Shell Co 0348 Ltd,2023-05-01
COMP_0349,Shell Co 0349 Ltd,2023-08-06
COMP_0350,Shell Co 0350 Ltd,2023-08-11
COMP_0351,Shell Co 0351 Ltd,2023-08-11
COMP_0352,Shell Co 0352 Ltd,2023-05-26
COMP_0353,Shell Co 0353 Ltd,2023-04-06
COMP_0354,Shell Co 0354 Ltd,2023-01-17
COMP_0355,Shell Co 0355 Ltd,2023-05-09
COMP_0356,Shell Co 0356 Ltd,2023-12-26
COMP_0357,Shell Co 0357 Ltd,2023-02-21
COMP_0358,Shell Co 0358 Ltd,2023-09-23
COMP_0359,Shell Co 0359 Ltd,2023-11-03
COMP_0360,Shell Co 0360 Ltd,2023-05-30
COMP_0361,Shell Co 0361 Ltd,2023-08-26
COMP_0362,Shell Co 0362 Ltd,2023-06-10
COMP_0363,Shell Co 0363 Ltd,2023-04-06
COMP_0364,Shell Co 0364 Ltd,2023-11-16
COMP_0365,Shell Co 0365 Ltd,2023-03-08
COMP_0366,Shell Co 0366 Ltd,2023-09-07
COMP_0367,Shell Co 0367 Ltd,2023-05-10
COMP_0368,Shell Co 0368 Ltd,2023-01-05
COMP_0369,Shell Co 0369 Ltd,2023-11-10
COMP_0370,Shell Co 0370 Ltd,2023-08-04
COMP_0371,Shell Co 0371 Ltd,2023-01-15
COMP_0372,Shell Co 0372 Ltd,2023-02-25
COMP_0373,Shell Co 0373 Ltd,2023-04-02
COMP_0374,Shell Co 0374 Ltd,2023-05-09
COMP_0375,Shell Co 0375 Ltd,2023-05-09
COMP_0376,Shell Co 0376 Ltd,2023-12-12
COMP_0377,Shell Co 0377 Ltd,2023-09-28
COMP_0378,Shell Co 0378 Ltd,2023-09-10
COMP_0379,Shell Co 0379 Ltd,2023-07-16
COMP_0380,Shell Co 0380 Ltd,2023-11-10
COMP_0381,Shell Co 0381 Ltd,2023-01-13
COMP_0382,Shell Co 0382 Ltd,2023-01-19
COMP_0383,Shell Co 0383 Ltd,2023-12-10
COMP_0384,Shell Co 0384 Ltd,2023-07-21
COMP_0385,Shell Co 0385 Ltd,2023-10-24
COMP_0386,Shell Co 0386 Ltd,2023-05-19
COMP_0387,Shell Co 0387 Ltd,2023-09-19
COMP_0388,Shell Co 0388 Ltd,2023-04-15
COMP_0389,Shell Co 0389 Ltd,2023-09-23
COMP_0390,Shell Co 0390 Ltd,2023-03-13
COMP_0391,Shell Co 0391 Ltd,2023-04-23
COMP_0392,Shell Co 0392 Ltd,2023-12-13
COMP_0393,Shell Co 0393 Ltd,2023-04-17
COMP_0394,Shell Co 0394 Ltd,2023-08-04
COMP_0395,Shell Co 0395 Ltd,2024-01-01
COMP_0396,Shell Co 0396 Ltd,2023-02-26
COMP_0397,Shell Co 0397 Ltd,2023-11-23
COMP_0398,Shell Co 0398 Ltd,2023-05-25
COMP_0399,Shell Co 0399 Ltd,2023-01-13
COMP_0400,Shell Co 0400 Ltd,2023-02-20
COMP_0401,Shell Co 0401 Ltd,2023-11-27
COMP_0402,Shell Co 0402 Ltd,2023-06-13
COMP_0403,Shell Co 0403 Ltd,2023-05-12
COMP_0404,Shell Co 0404 Ltd,2023-03-06
COMP_0405,Shell Co 0405 Ltd,2023-05-31
COMP_0406,Shell Co 0406 Ltd,2023-03-12
COMP_0407,Shell Co 0407 Ltd,2023-04-01
COMP_0408,Shell Co 0408 Ltd,2023-09-08
COMP_0409,Shell Co 0409 Ltd,2023-03-14
COMP_0410,Shell Co 0410 Ltd,2023-08-20
COMP_0411,Shell Co 0411 Ltd,2023-08-16
COMP_0412,Shell Co 0412 Ltd,2023-02-07
COMP_0413,Shell Co 0413 Ltd,2023-03-26
COMP_0414,Shell Co 0414 Ltd,2023-11-04
COMP_0415,Shell Co 0415 Ltd,2023-10-29
COMP_0416,Shell Co 0416 Ltd,2023-01-08
COMP_0417,Shell Co 0417 Ltd,2024-01-01
COMP_0418,Shell Co 0418 Ltd,2023-05-04
COMP_0419,Shell Co 0419 Ltd,2023-10-19
COMP_0420,Shell Co 0420 Ltd,2023-04-15
COMP_0421,Shell Co 0421 Ltd,2023-04-07
COMP_0422,Shell Co 0422 Ltd,2023-07-09
COMP_0423,Shell Co 0423 Ltd,2023-06-14
COMP_0424,Shell Co 0424 Ltd,2023-06-08
COMP_0425,Shell Co 0425 Ltd,2023-05-12
COMP_0426,Shell Co 0426 Ltd,2023-12-13
COMP_0427,Shell Co 0427 Ltd,2023-01-25
COMP_0428,Shell Co 0428 Ltd,2023-12-16
COMP_0429,Shell Co 0429 Ltd,2023-08-01
COMP_0430,Shell Co 0430 Ltd,2023-09-19
COMP_0431,Shell Co 0431 Ltd,2023-09-21
COMP_0432,Shell Co 0432 Ltd,2023-12-22
COMP_0433,Shell Co 0433 Ltd,2023-01-24
COMP_0434,Shell Co 0434 Ltd,2023-01-03
COMP_0435,Shell Co 0435 Ltd,2023-04-11
COMP_0436,Shell Co 0436 Ltd,2023-01-06
COMP_0437,Shell Co 0437 Ltd,2023-12-03
COMP_0438,Shell Co 0438 Ltd,2023-08-13
COMP_0439,Shell Co 0439 Ltd,2023-08-16
COMP_0440,Shell Co 0440 Ltd,2023-03-19
COMP_0441,Shell Co 0441 Ltd,2023-07-24
COMP_0442,Shell Co 0442 Ltd,2023-09-03
COMP_0443,Shell Co 0443 Ltd,2023-07-18
COMP_0444,Shell Co 0444 Ltd,2023-05-13
COMP_0445,Shell Co 0445 Ltd,2023-12-15
COMP_0446,Shell Co 0446 Ltd,2023-10-24
COMP_0447,Shell Co 0447 Ltd,2023-11-30
COMP_0448,Shell Co 0448 Ltd,2023-06-01
COMP_0449,Shell Co 0449 Ltd,2023-04-13
COMP_0450,Shell Co 0450 Ltd,2023-09-04
COMP_0451,Shell Co 0451 Ltd,2023-10-14
COMP_0452,Shell Co 0452 Ltd,2023-07-27
COMP_0453,Shell Co 0453 Ltd,2023-07-12
COMP_0454,Shell Co 0454 Ltd,2023-08-24
COMP_0455,Shell Co 0455 Ltd,2023-04-15
COMP_0456,Shell Co 0456 Ltd,2023-10-22
COMP_0457,Shell Co 0457 Ltd,2023-06-30
COMP_0458,Shell Co 0458 Ltd,2023-06-12
COMP_0459,Shell Co 0459 Ltd,2023-03-14
COMP_0460,Shell Co 0460 Ltd,2023-08-09
COMP_0461,Shell Co 0461 Ltd,2023-09-26
COMP_0462,Shell Co 0462 Ltd,2023-07-08
COMP_0463,Shell Co 0463 Ltd,2023-10-31
COMP_0464,Shell Co 0464 Ltd,2023-12-02
COMP_0465,Shell Co 0465 Ltd,2023-02-21
COMP_0466,Shell Co 0466 Ltd,2023-02-10
COMP_0467,Shell Co 0467 Ltd,2023-02-02
COMP_0468,Shell Co 0468 Ltd,2023-11-28
COMP_0469,Shell Co 0469 Ltd,2023-08-11
COMP_0470,Shell Co 0470 Ltd,2023-09-25
COMP_0471,Shell Co 0471 Ltd,2023-03-07
COMP_0472,Shell Co 0472 Ltd,2023-06-09
COMP_0473,Shell Co 0473 Ltd,2023-07-26
COMP_0474,Shell Co 0474 Ltd,2023-04-23
COMP_0475,Shell Co 0475 Ltd,2023-04-17
COMP_0476,Shell Co 0476 Ltd,2023-01-13
COMP_0477,Shell Co 0477 Ltd,2023-01-23
COMP_0478,Shell Co 0478 Ltd,2023-07-10
COMP_0479,Shell Co 0479 Ltd,2023-03-04
COMP_0480,Shell Co 0480 Ltd,2023-12-25
COMP_0481,Shell Co 0481 Ltd,2023-04-15
COMP_0482,Shell Co 0482 Ltd,2023-06-15
COMP_0483,Shell Co 0483 Ltd,2023-08-17
COMP_0484,Shell Co 0484 Ltd,2023-12-20
COMP_0485,Shell Co 0485 Ltd,2023-07-07
COMP_0486,Shell Co 0486 Ltd,2023-07-12
COMP_0487,Shell Co 0487 Ltd,2023-02-16
COMP_0488,Shell Co 0488 Ltd,2023-07-09
COMP_0489,Shell Co 0489 Ltd,2023-11-20
COMP_0490,Shell Co 0490 Ltd,2023-12-03
COMP_0491,Shell Co 0491 Ltd,2023-04-16
COMP_0492,Shell Co 0492 Ltd,2023-09-07
COMP_0493,Shell Co 0493 Ltd,2023-04-14
COMP_0494,Shell Co 0494 Ltd,2023-11-16
COMP_0495,Shell Co 0495 Ltd,2023-05-12
COMP_0496,Shell Co 0496 Ltd,2023-03-14
COMP_0497,Shell Co 0497 Ltd,2023-12-23
COMP_0498,Shell Co 0498 Ltd,2023-04-28
COMP_0499,Shell Co 0499 Ltd,2023-02-07
